SubmissionDate,meta-instanceID,cassava_image_class,cassava_plant_age,cassava_variety,district,subcounty_luweero,subcounty_naka,subcounty_bugiri,subcounty_kamuli,subcounty_nebbi,subcounty_koboko,subcounty_pakwach,cassava_image_1,cassava_image_2,cassava_image_3,cassava_image_4,cassava_image_5,cassava_image_6,cassava_image_7,cassava_image_8,cassava_image_9,cassava_image_10,cassava_comment,cassava_image_gps-Latitude,cassava_image_gps-Longitude,cassava_image_gps-Altitude,cassava_image_gps-Accuracy,phone_ID,start_time,end_time,submission_time,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Subcounty,days
2021-03-28 11:57:09.884000+00:00,uuid:1ba58145-5f7f-411c-8741-90462f8e669d,healthy,3,nase 14,naka,,Kalongo,,,,,,1616765709826.jpg,1616765722412.jpg,1616765733362.jpg,1616765749503.jpg,1616765768281.jpg,1616765786149.jpg,1616765816300.jpg,1616765845148.jpg,1616765870643.jpg,1616765894137.jpg,,1.1738398,32.6405368,1050.8,3.95,collect:98nnkCZUL887PcuQ,2021-03-26 16:34:18.314000+03:00,2021-03-26 16:39:05.241000+03:00,2021-03-26,ef043913eb276c4952c576e382f8f5a4a7bba9c5,10,User_chodrine,10,10,Kalongo,2021-03-26
2021-03-28 11:57:00.249000+00:00,uuid:c0649f93-ce78-4b7d-8c14-e263b2947392,healthy,3,nase 14,naka,,Kalongo,,,,,,1616765368108.jpg,1616765381500.jpg,1616765478484.jpg,1616765487123.jpg,1616765501020.jpg,1616765514700.jpg,1616765544523.jpg,1616765558936.jpg,1616765573223.jpg,1616765590983.jpg,,1.1739032,32.6405333,1058.0,4.0,collect:98nnkCZUL887PcuQ,2021-03-26 16:28:47.292000+03:00,2021-03-26 16:34:11.140000+03:00,2021-03-26,d09ffa14185396d4c849047661a301377ca309fb,10,User_chodrine,10,10,Kalongo,2021-03-26
2021-03-28 11:56:53.656000+00:00,uuid:cbdaa3cc-48c6-49cb-ac11-ee119be74573,healthy,10,nase 14,luweero,Kikyusa,,,,,,,1616760322840.jpg,1616760338458.jpg,1616760354994.jpg,1616760366593.jpg,1616760375132.jpg,1616760385124.jpg,1616760397993.jpg,1616760412208.jpg,1616760421201.jpg,1616760432045.jpg,,0.8993249,32.5916631,1107.8187597534406,4.0,collect:9rYzWZDZc3uRYMD4,2021-03-26 15:02:33.780000+03:00,2021-03-26 15:07:23.386000+03:00,2021-03-26,79483c6a319eb6690b97a037bf567d35cbf67715,12,User_Debbie,10,10,Kikyusa,2021-03-26
2021-03-28 11:56:51.339000+00:00,uuid:aecabb87-d9e5-41a3-9cb3-77b0ca378835,healthy,3,nase 14,naka,,Kalongo,,,,,,1616765094253.jpg,1616765124331.jpg,1616765138329.jpg,1616765151219.jpg,1616765178340.jpg,1616765197041.jpg,1616765226221.jpg,1616765259164.jpg,1616765278203.jpg,1616765293845.jpg,"
",1.1738585,32.6403949,1050.7,3.9,collect:98nnkCZUL887PcuQ,2021-03-26 16:24:14.570000+03:00,2021-03-26 16:28:41.045000+03:00,2021-03-26,d98eb91a25a87df33f38c846c4eb3b75926744f9,10,User_chodrine,10,10,Kalongo,2021-03-26
2021-03-28 11:56:45.766000+00:00,uuid:69a43783-fe19-4fff-a11a-82c49b095db1,cmd,9,ochola,nebbi,,,,,Kucwiny,,,1616912131901.jpg,1616912143669.jpg,1616912258847.jpg,1616912271625.jpg,1616912280609.jpg,1616912317445.jpg,1616912349948.jpg,1616912378999.jpg,1616912397452.jpg,1616912412780.jpg,Alala,2.522414,31.1648238,935.2,4.96,collect:zDp0HXLKSj38kfPP,2021-03-28 09:15:05.063000+03:00,2021-03-28 09:20:39.303000+03:00,2021-03-28,35bfb8be3fd28359e66defdfa142d9dd142a686b,13,User_Claire,10,10,Kucwiny,2021-03-28
2021-03-28 11:56:42.026000+00:00,uuid:42400bf3-5a89-41c5-a457-ee8aa26f8ff7,healthy,3,nase 14,naka,,Kalongo,,,,,,1616764778747.jpg,1616764793776.jpg,1616764804469.jpg,1616764816240.jpg,1616764828618.jpg,1616764851098.jpg,1616764914325.jpg,1616764929693.jpg,1616764976624.jpg,1616765021706.jpg,,1.1740251,32.64039,1056.4,3.95,collect:98nnkCZUL887PcuQ,2021-03-26 16:18:19.412000+03:00,2021-03-26 16:24:08.614000+03:00,2021-03-26,31f6a62bb5f8df94f7205f7661134ef6a47d9000,10,User_chodrine,10,10,Kalongo,2021-03-26
2021-03-28 11:56:32.976000+00:00,uuid:5bd74cfc-9b87-4744-8660-1e2b69aacc0e,healthy,6,nase 14,luweero,Kikyusa,,,,,,,1616761746723.jpg,1616761759617.jpg,1616761771203.jpg,1616761786190.jpg,1616761798301.jpg,1616761815026.jpg,1616761832200.jpg,1616761845585.jpg,1616761857816.jpg,1616761871496.jpg,,0.8988216,32.5918832,1105.4,4.25,collect:98nnkCZUL887PcuQ,2021-03-26 15:28:41.156000+03:00,2021-03-26 15:31:36.629000+03:00,2021-03-26,40a7ce2afe783f91928c3089522d79d1e8b85669,10,User_chodrine,10,10,Kikyusa,2021-03-26
2021-03-28 11:56:23.105000+00:00,uuid:f63434f3-a447-4108-a7ff-38da1e228747,healthy,6,nase 14,luweero,Kikyusa,,,,,,,1616761504893.jpg,1616761518804.jpg,1616761530797.jpg,1616761546470.jpg,1616761593606.jpg,1616761611609.jpg,1616761627279.jpg,1616761644990.jpg,1616761672690.jpg,1616761689654.jpg,,0.8987914,32.5917974,1100.3,4.96,collect:98nnkCZUL887PcuQ,2021-03-26 15:24:45.764000+03:00,2021-03-26 15:28:37.721000+03:00,2021-03-26,1075e64d07817e1fbb49854b4863c33c8054a994,10,User_chodrine,10,10,Kikyusa,2021-03-26
2021-03-28 11:56:22.914000+00:00,uuid:e564c73d-5a3c-4e3d-af12-e163aa1effeb,cmd,6,kwatamumpale,luweero,Butuntumula,,,,,,,1616758354771.jpg,1616758368386.jpg,1616758380313.jpg,1616758400549.jpg,1616758415045.jpg,1616758438265.jpg,1616758454077.jpg,1616758478029.jpg,1616758489690.jpg,1616758510151.jpg,,0.8624233,32.5249713,1072.839872505063,11.55,collect:9rYzWZDZc3uRYMD4,2021-03-26 14:30:49.227000+03:00,2021-03-26 14:37:01.293000+03:00,2021-03-26,8e56dad50c9c1172e038553c306b3c979faade9b,12,User_Debbie,10,10,Butuntumula,2021-03-26
2021-03-28 11:56:22.207000+00:00,uuid:be1a2985-1a75-4e72-aecb-9387682f3b04,cmd,9,ochola,nebbi,,,,,Kucwiny,,,1616911774128.jpg,1616911822915.jpg,1616911837678.jpg,1616911860241.jpg,1616911879522.jpg,1616911924863.jpg,1616911986426.jpg,1616912001752.jpg,1616912034351.jpg,1616912059198.jpg,Alala,2.522396,31.1648158,942.7,4.95,collect:zDp0HXLKSj38kfPP,2021-03-28 09:07:38.225000+03:00,2021-03-28 09:14:56.488000+03:00,2021-03-28,feead6e0f06cca006014b3870b6adba1e16a45c1,13,User_Claire,10,10,Kucwiny,2021-03-28
2021-03-28 11:56:13.996000+00:00,uuid:e37b2ed0-e883-42bd-af96-d38894ae9975,healthy,6,nase 14,luweero,Kikyusa,,,,,,,1616761047867.jpg,1616761061100.jpg,1616761119084.jpg,1616761165490.jpg,1616761219457.jpg,1616761255722.jpg,1616761283918.jpg,1616761405661.jpg,1616761431848.jpg,1616761446250.jpg,"
",0.8986528,32.5916873,1099.9,4.7,collect:98nnkCZUL887PcuQ,2021-03-26 15:16:51.718000+03:00,2021-03-26 15:24:39.573000+03:00,2021-03-26,40d17c32bb784f38098a20ceb3fce42b1e3ef225,10,User_chodrine,10,10,Kikyusa,2021-03-26
2021-03-28 11:56:04.211000+00:00,uuid:e087f989-c953-4136-8872-c76183a79441,healthy,6,nase 14,luweero,Kikyusa,,,,,,,1616760725354.jpg,1616760759505.jpg,1616760788799.jpg,1616760824472.jpg,1616760871484.jpg,1616760901926.jpg,1616760924039.jpg,1616760947330.jpg,1616760961671.jpg,1616760974647.jpg,,0.8987332,32.5916866,1116.1,4.4,collect:98nnkCZUL887PcuQ,2021-03-26 15:11:22.706000+03:00,2021-03-26 15:16:45.220000+03:00,2021-03-26,5b26454e3ed00c8ce5bbef6e458cce5c7e27bc55,10,User_chodrine,10,10,Kikyusa,2021-03-26
2021-03-28 11:55:58.522000+00:00,uuid:f95f42cf-5e97-4bf1-b3f6-5a5e2ec18667,cmd,9,ochola,nebbi,,,,,Kucwiny,,,1616911399500.jpg,1616911409500.jpg,1616911425403.jpg,1616911438992.jpg,1616911466141.jpg,1616911503449.jpg,1616911553205.jpg,1616911575436.jpg,1616911595688.jpg,1616911622091.jpg,Alala,2.5221613,31.1646846,939.8,4.94,collect:zDp0HXLKSj38kfPP,2021-03-28 09:02:53.987000+03:00,2021-03-28 09:07:31.069000+03:00,2021-03-28,ea8b990e90ef03496456d023aa072a440a544c89,13,User_Claire,10,10,Kucwiny,2021-03-28
2021-03-28 11:55:52.695000+00:00,uuid:0dcec403-62db-4d05-b1ae-f363f0539156,healthy,6,nase 14,luweero,Kikyusa,,,,,,,1616760335038.jpg,1616760346438.jpg,1616760359494.jpg,1616760422897.jpg,1616760460151.jpg,1616760490980.jpg,1616760523626.jpg,1616760570535.jpg,1616760586758.jpg,1616760609259.jpg,,0.8987534,32.5917582,1123.8,3.95,collect:98nnkCZUL887PcuQ,2021-03-26 15:02:30.748000+03:00,2021-03-26 15:11:18.934000+03:00,2021-03-26,46f5bf75f25ac93e47b5e4bfff8543c7e78e2297,10,User_chodrine,10,10,Kikyusa,2021-03-26
2021-03-28 11:55:49.918000+00:00,uuid:4bc49fdc-cc0d-4bad-aa21-ccf51207c1e4,cmd,6,kwatamumpale,luweero,Butuntumula,,,,,,,1616757720956.jpg,1616757744073.jpg,1616757754969.jpg,1616757765440.jpg,1616757782240.jpg,1616757797412.jpg,1616757813353.jpg,1616757851251.jpg,1616757892967.jpg,1616757915934.jpg,,0.8625069,32.525058,1109.872760585141,10.15,collect:9rYzWZDZc3uRYMD4,2021-03-26 14:21:27.698000+03:00,2021-03-26 14:25:36.695000+03:00,2021-03-26,625201cbacf6912dbd2d5662e9e5dd769fa2ba96,12,User_Debbie,10,10,Butuntumula,2021-03-26
2021-03-28 11:55:42.080000+00:00,uuid:23d54b3e-6a96-4e50-8269-ab4b8c82ddf6,cmd,6,kwatamumpale,luweero,Butuntumula,,,,,,,1616758478800.jpg,1616758497593.jpg,1616758543348.jpg,1616758563774.jpg,1616758585739.jpg,1616758604553.jpg,1616758625903.jpg,1616758662833.jpg,1616758716404.jpg,1616758759321.jpg,,0.8624403,32.5250148,1080.1,4.05,collect:98nnkCZUL887PcuQ,2021-03-26 14:34:05.936000+03:00,2021-03-26 14:40:26.435000+03:00,2021-03-26,ab1de5bb8a29d655964b56c1c5069361ab866add,10,User_chodrine,10,10,Butuntumula,2021-03-26
2021-03-28 11:55:34.316000+00:00,uuid:38a2afde-e650-4784-8c17-049a173c7965,cmd,9,ochola,nebbi,,,,,Kucwiny,,,1616911088039.jpg,1616911098866.jpg,1616911142934.jpg,1616911168686.jpg,1616911179547.jpg,1616911194754.jpg,1616911209271.jpg,1616911259188.jpg,1616911274477.jpg,1616911312650.jpg,Alala,2.5225265,31.1647674,939.6,4.775,collect:zDp0HXLKSj38kfPP,2021-03-28 08:56:20.285000+03:00,2021-03-28 09:02:50.585000+03:00,2021-03-28,717ffaa35a222f21713adeeb760a16a35bc83e45,13,User_Claire,10,10,Kucwiny,2021-03-28
2021-03-28 11:55:31.264000+00:00,uuid:7d5a2424-0b62-4dca-abd4-72e4140ecbca,cmd,6,kwatamumpale,luweero,Butuntumula,,,,,,,1616757992185.jpg,1616758021495.jpg,1616758052313.jpg,1616758125622.jpg,1616758148586.jpg,1616758174595.jpg,1616758199994.jpg,1616758256999.jpg,1616758329080.jpg,1616758426514.jpg,,0.8623998,32.5251385,1081.4,4.35,collect:98nnkCZUL887PcuQ,2021-03-26 14:25:36.798000+03:00,2021-03-26 14:34:02.450000+03:00,2021-03-26,0b6e8c3814012c816199f6bb0c8921af57a5acad,10,User_chodrine,10,10,Butuntumula,2021-03-26
2021-03-28 11:55:20.554000+00:00,uuid:0b3e7409-38fd-4872-9568-98f6be341005,cmd,6,kwatamumpale,luweero,Butuntumula,,,,,,,1616757610690.jpg,1616757624239.jpg,1616757680736.jpg,1616757699736.jpg,1616757726617.jpg,1616757744043.jpg,1616757772544.jpg,1616757796838.jpg,1616757851611.jpg,1616757901778.jpg,,0.8623299,32.5252051,1091.8,4.925,collect:98nnkCZUL887PcuQ,2021-03-26 14:19:03.213000+03:00,2021-03-26 14:25:32.842000+03:00,2021-03-26,6c91de6e0ac80e32c557e2688a3d387bef20c0b1,10,User_chodrine,10,10,Butuntumula,2021-03-26
2021-03-28 11:55:19.589000+00:00,uuid:5886b7cf-4ce6-4e64-85bb-0c0a096b0647,cmd,5,nase 13,luweero,Luwero,,,,,,,1616752728062.jpg,1616752740623.jpg,1616752749565.jpg,1616752758322.jpg,1616752772907.jpg,1616752784249.jpg,1616752794644.jpg,1616752805017.jpg,1616752820764.jpg,1616752829785.jpg,,0.8010164,32.4599306,1073.516905753107,4.4,collect:9rYzWZDZc3uRYMD4,2021-03-26 12:58:22.128000+03:00,2021-03-26 13:00:48.166000+03:00,2021-03-26,d60d77135c350a9558baf37869f18daeeaf655c7,12,User_Debbie,10,10,Luwero,2021-03-26
2021-03-28 11:55:15.322000+00:00,uuid:19e7a827-c70d-4ba0-bbf3-53f25e6001c8,healthy,8,tme 204,pakwach,,,,,,,Alwi,1616854851177.jpg,1616854868532.jpg,1616854885232.jpg,1616854896479.jpg,1616854912591.jpg,1616854923489.jpg,1616854948901.jpg,1616854967089.jpg,1616855007493.jpg,1616855021449.jpg,,2.4508802,31.3960856,732.3,4.72,collect:zDp0HXLKSj38kfPP,2021-03-27 17:19:56.225000+03:00,2021-03-27 17:24:18.851000+03:00,2021-03-27,d663569ce31028c14543895630418ad685b6a516,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:55:09.662000+00:00,uuid:39e66d4c-0e75-48d2-95ce-2b1f666622ff,healthy,5,nase 13,luweero,Luwero,,,,,,,1616752276057.jpg,1616752308241.jpg,1616752333091.jpg,1616752670058.jpg,1616752446534.jpg,1616752471438.jpg,1616752490944.jpg,1616752511906.jpg,1616752529988.jpg,1616752543769.jpg,,0.801165,32.4601052,1095.2,4.34,collect:98nnkCZUL887PcuQ,2021-03-26 12:50:39.423000+03:00,2021-03-26 12:58:11.944000+03:00,2021-03-26,ee7e7ebb21bb2420abd2fd8c1669714241614d59,10,User_chodrine,10,10,Luwero,2021-03-26
2021-03-28 11:54:59.462000+00:00,uuid:2e24490f-28ca-4722-8f15-4f2b9e28e160,healthy,5,nase 13,luweero,Luwero,,,,,,,1616751946377.jpg,1616751963748.jpg,1616751997593.jpg,1616752014009.jpg,1616752026000.jpg,1616752046190.jpg,1616752076706.jpg,1616752094405.jpg,1616752167971.jpg,1616752199070.jpg,,0.8010684,32.4598468,1097.7,4.2,collect:98nnkCZUL887PcuQ,2021-03-26 12:45:24.027000+03:00,2021-03-26 12:50:35.569000+03:00,2021-03-26,6bea69540a95d2032da6ec3bd8312febad94d9d0,10,User_chodrine,10,10,Luwero,2021-03-26
2021-03-28 11:54:57.445000+00:00,uuid:ef943614-d749-4418-b25d-2368a9d22de1,healthy,8,nase 14,pakwach,,,,,,,Alwi,1616854530215.jpg,1616854547676.jpg,1616854561972.jpg,1616854610279.jpg,1616854630266.jpg,1616854672698.jpg,1616854702451.jpg,1616854717616.jpg,1616854732090.jpg,1616854745760.jpg,,2.4508758,31.3962378,732.1,5.0,collect:zDp0HXLKSj38kfPP,2021-03-27 17:14:36.685000+03:00,2021-03-27 17:19:51.906000+03:00,2021-03-27,51e18a3efc2a1dd85e5d702bc5af91c7189eca28,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:54:48.801000+00:00,uuid:497e3b45-8214-4b08-992a-6d42450a9aa4,healthy,5,nase 13,luweero,Luwero,,,,,,,1616751673677.jpg,1616751694350.jpg,1616751715373.jpg,1616751728771.jpg,1616751751331.jpg,1616751771718.jpg,1616751819707.jpg,1616751833327.jpg,1616751860233.jpg,1616751874600.jpg,,0.8011465,32.4597199,1091.7,4.35,collect:98nnkCZUL887PcuQ,2021-03-26 12:40:12.608000+03:00,2021-03-26 12:45:16.728000+03:00,2021-03-26,484289b8b76b78ec5bcdf760794e264fbfe305c0,10,User_chodrine,10,10,Luwero,2021-03-26
2021-03-28 11:54:41.205000+00:00,uuid:d226bccf-00f2-4f1d-947b-3a98e1c7022f,healthy,8,tme 204,pakwach,,,,,,,Alwi,1616854260471.jpg,1616854286462.jpg,1616854297356.jpg,1616854311668.jpg,1616854327502.jpg,1616854343643.jpg,1616854367811.jpg,1616854385992.jpg,1616854402650.jpg,1616854447281.jpg,,2.4509117,31.3964023,732.0,4.92,collect:zDp0HXLKSj38kfPP,2021-03-27 17:08:39.867000+03:00,2021-03-27 17:14:30.377000+03:00,2021-03-27,0104488e933a35ea7db0c22b7047dc64d5a8cdad,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:54:36.538000+00:00,uuid:3d713785-2cb9-44df-8c6a-d58a348e2fb1,healthy,3,nase 13,luweero,,,,,,,,1616749370849.jpg,1616749383172.jpg,1616749398392.jpg,1616749410604.jpg,1616749431803.jpg,1616749451816.jpg,1616749466757.jpg,1616749484289.jpg,1616749493638.jpg,1616749532034.jpg,KAS,0.6698167,32.4343991,1231.7,3.96,collect:98nnkCZUL887PcuQ,2021-03-26 12:02:24.378000+03:00,2021-03-26 12:11:32.330000+03:00,2021-03-26,d106a62c69a0153365cf849ddd2fed9e82583380,10,User_chodrine,10,10,,2021-03-26
2021-03-28 11:54:26.234000+00:00,uuid:5d7a1cd1-9bb0-4f2e-a77e-f51c9d2d139f,healthy,5,local,pakwach,,,,,,,Alwi,1616851659736.jpg,1616851679415.jpg,1616851705189.jpg,1616851751256.jpg,1616851769619.jpg,1616851783716.jpg,1616851797648.jpg,1616851818650.jpg,1616851833341.jpg,1616851862975.jpg,,2.4953061,31.3920313,699.9,4.883,collect:zDp0HXLKSj38kfPP,2021-03-27 16:26:51.001000+03:00,2021-03-27 16:31:32.372000+03:00,2021-03-27,9fcc4a53c9050831785ef224e1fb6a7987049e27,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:54:14.717000+00:00,uuid:f0e621fa-5a82-4799-a3ba-8254f014b509,cmd,5,local,pakwach,,,,,,,Alwi,1616851287525.jpg,1616851304518.jpg,1616851329572.jpg,1616851362074.jpg,1616851376135.jpg,1616851440097.jpg,1616851462379.jpg,1616851473970.jpg,1616851522170.jpg,1616851554242.jpg,,2.4953085,31.3919523,706.1,4.68,collect:zDp0HXLKSj38kfPP,2021-03-27 16:20:55.616000+03:00,2021-03-27 16:26:46.979000+03:00,2021-03-27,b2e0bfdb47f0f23dba454023c4728f9ed940096b,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:54:04.737000+00:00,uuid:b65e3692-e1eb-4801-850a-e2b4bebc06d9,cmd,5,ochola,pakwach,,,,,,,Alwi,1616850755047.jpg,1616850825029.jpg,1616850864482.jpg,1616850888736.jpg,1616850939292.jpg,1616850973558.jpg,1616851000258.jpg,1616851125376.jpg,1616851158216.jpg,1616851177977.jpg,,2.4953018,31.39197,710.9,4.95,collect:zDp0HXLKSj38kfPP,2021-03-27 16:10:02.842000+03:00,2021-03-27 16:20:52.062000+03:00,2021-03-27,e7d59415ce23f7673e1615027c4a142ed83d3e35,13,User_Claire,10,10,Alwi,2021-03-27
2021-03-28 11:53:18.317000+00:00,uuid:f7dbfb04-4721-4bce-9e73-615c90219ab8,healthy,3,nase 13,luweero,,,,,,,,1616749030122.jpg,1616749050451.jpg,1616749068509.jpg,1616749081727.jpg,1616749164260.jpg,1616749196108.jpg,1616749282353.jpg,1616749213322.jpg,1616749228481.jpg,1616749248522.jpg,KAS,0.6697215,32.4344816,1233.0,3.9,collect:98nnkCZUL887PcuQ,2021-03-26 11:56:14.516000+03:00,2021-03-26 12:02:15.204000+03:00,2021-03-26,b45fb90d713bdd80c9e9285e2096bae1d372e626,10,User_chodrine,10,10,,2021-03-26
2021-03-28 11:52:17.549000+00:00,uuid:b822b1fe-1907-4b91-86f5-123ef980a598,healthy,3,bamunanika,luweero,Makulubita,,,,,,,1616747359386.jpg,1616747379967.jpg,1616747398393.jpg,1616747420679.jpg,1616747442752.jpg,1616747456970.jpg,1616747468895.jpg,1616747489946.jpg,1616747505147.jpg,1616747536223.jpg,,0.6548055,32.4863318,1169.2,3.95,collect:98nnkCZUL887PcuQ,2021-03-26 11:27:55.416000+03:00,2021-03-26 11:33:03.488000+03:00,2021-03-26,c5245dc20400b22c5ac08a2063095fd73ac8ee86,10,User_chodrine,10,10,Makulubita,2021-03-26
2021-03-28 11:51:17.305000+00:00,uuid:a1963438-8942-4efa-a804-d9f4f999618f,healthy,3,bamunanika,luweero,Makulubita,,,,,,,1616746913271.jpg,1616746938798.jpg,1616747004745.jpg,1616747036120.jpg,1616747058655.jpg,1616747095976.jpg,1616747123094.jpg,1616747154123.jpg,1616747176365.jpg,1616747224998.jpg,,0.6548089,32.4861732,1161.8,4.8,collect:98nnkCZUL887PcuQ,2021-03-26 11:20:33.409000+03:00,2021-03-26 11:27:29.509000+03:00,2021-03-26,934c0906c81d7f1ac8fc4a841971c7c85ed82c73,10,User_chodrine,10,10,Makulubita,2021-03-26
2021-03-28 11:50:21.061000+00:00,uuid:abae1b16-6ba5-4232-be8f-1e7037c657b4,healthy,3,bamunanika,luweero,Bamunanika,,,,,,,1616746546394.jpg,1616746564500.jpg,1616746584353.jpg,1616746605014.jpg,1616746783582.jpg,1616746642338.jpg,1616746670998.jpg,1616746689803.jpg,1616746713256.jpg,1616746749060.jpg,,0.6547947,32.4861934,1169.1,4.1,collect:98nnkCZUL887PcuQ,2021-03-26 11:15:09.627000+03:00,2021-03-26 11:20:25.730000+03:00,2021-03-26,d2c99564a93052194f56844dde6953850d2c96c3,10,User_chodrine,10,10,Bamunanika,2021-03-26
2021-03-28 11:49:21.608000+00:00,uuid:acf33852-5997-490c-9c1e-a6f234b11ade,healthy,3,bamunanika,luweero,Makulubita,,,,,,,1616746157866.jpg,1616746219478.jpg,1616746264486.jpg,1616746294594.jpg,1616746333106.jpg,1616746353125.jpg,1616746371449.jpg,1616746386120.jpg,1616746430685.jpg,1616746461661.jpg,,0.6546898,32.4861387,1165.3,3.96,collect:98nnkCZUL887PcuQ,2021-03-26 11:08:11.489000+03:00,2021-03-26 11:15:05.577000+03:00,2021-03-26,e9de4d2a776599feba7906e41cedaa5f6756f1db,10,User_chodrine,10,10,Makulubita,2021-03-26
2021-03-28 11:48:24.653000+00:00,uuid:7c96f71b-f599-4b50-bf43-a4a6c7c5c6f3,healthy,8,nase 14,luweero,Nyimbwa,,,,,,,1616744327013.jpg,1616744343416.jpg,1616744367206.jpg,1616744395934.jpg,1616744473867.jpg,1616744492327.jpg,1616744524612.jpg,1616744607986.jpg,1616744671018.jpg,1616744712181.jpg,,0.6400784,32.5235918,1155.0,3.95,collect:98nnkCZUL887PcuQ,2021-03-26 10:38:12.091000+03:00,2021-03-26 10:45:55.335000+03:00,2021-03-26,0f16d7affef2e5779c41ce1d3947e05c38d664ff,10,User_chodrine,10,10,Nyimbwa,2021-03-26
2021-03-28 11:47:31.544000+00:00,uuid:dee6cb2f-96ca-46cb-b378-fc3d4662b4b0,healthy,8,nase 14,luweero,Nyimbwa,,,,,,,1616743830534.jpg,1616743929839.jpg,1616743971071.jpg,1616743989787.jpg,1616744045465.jpg,1616744128593.jpg,1616744147391.jpg,1616744176289.jpg,1616744196508.jpg,1616744226253.jpg,,0.6398694,32.5235261,1134.4,4.12,collect:98nnkCZUL887PcuQ,2021-03-26 10:28:09.278000+03:00,2021-03-26 10:38:04.077000+03:00,2021-03-26,a7741496fb5cb6e0a6963ceb2058c9e2bc14eb35,10,User_chodrine,10,10,Nyimbwa,2021-03-26
2021-03-28 11:46:58.759000+00:00,uuid:c8d2a76d-9b35-477c-8f9d-58fd081088d3,cmd,7,nyapamitu,pakwach,,,,,,,Wadelai,1616925859658.jpg,1616925873531.jpg,1616925885227.jpg,1616925897059.jpg,1616925917176.jpg,1616925927212.jpg,1616925991708.jpg,1616926004981.jpg,1616926029535.jpg,1616926047278.jpg,,2.7645567,31.3469233,641.6,3.9,collect:IklMfYh8bTivpeV8,2021-03-28 13:03:49.628000+03:00,2021-03-28 13:08:00.222000+03:00,2021-03-28,afba5c1eb300b5ba08435b98812c7fdaa06b58bd,10,User_chodrine,10,10,Wadelai,2021-03-28
2021-03-28 11:46:42.038000+00:00,uuid:1405ba5d-d4ff-4d43-8dbe-f34de95192f8,healthy,8,nase 14,luweero,Nyimbwa,,,,,,,1616743328789.jpg,1616743374835.jpg,1616743421424.jpg,1616743443557.jpg,1616743472123.jpg,1616743501006.jpg,1616743534241.jpg,1616743555148.jpg,1616743582620.jpg,1616743636000.jpg,,0.6400918,32.5238329,1132.7,4.0,collect:98nnkCZUL887PcuQ,2021-03-26 10:21:21.760000+03:00,2021-03-26 10:28:04.686000+03:00,2021-03-26,c24ea4009bfecd3807b1cdfe4c981a5d62635eac,10,User_chodrine,10,10,Nyimbwa,2021-03-26
2021-03-28 11:46:32.306000+00:00,uuid:4304862d-3616-4249-9d4c-3e5532f38d4e,cmd,7,nyapamitu,pakwach,,,,,,,Wadelai,1616925694536.jpg,1616925704676.jpg,1616925716688.jpg,1616925726884.jpg,1616925752766.jpg,1616925761993.jpg,1616925772764.jpg,1616925784377.jpg,1616925795422.jpg,1616925813410.jpg,,2.7645683,31.3469717,639.6,3.9,collect:IklMfYh8bTivpeV8,2021-03-28 13:00:25.891000+03:00,2021-03-28 13:03:45.843000+03:00,2021-03-28,725251b3c5a103c7128427cdd713a418ca61ac3e,10,User_chodrine,10,10,Wadelai,2021-03-28
2021-03-28 11:46:03.424000+00:00,uuid:f6ab7b0b-8cf2-424e-95c0-9ead24033b14,cmd,10,ochola,pakwach,,,,,,,Wadelai,1616921706356.jpg,1616921776443.jpg,1616921808497.jpg,1616921846104.jpg,1616921858034.jpg,1616921869606.jpg,1616921879871.jpg,1616921889503.jpg,1616921903567.jpg,1616921918288.jpg,,2.70286,31.3760633,643.1,3.9,collect:IklMfYh8bTivpeV8,2021-03-28 11:53:49.743000+03:00,2021-03-28 11:58:54.304000+03:00,2021-03-28,59b8384ba834f2a7165e24723e5c758e44e29c8f,10,User_chodrine,10,10,Wadelai,2021-03-28
2021-03-28 11:45:45.673000+00:00,uuid:f876e737-8e7d-4c2b-a44f-6d64dd6cb65c,healthy,8,nase 14,luweero,Nyimbwa,,,,,,,1616742875438.jpg,1616742900618.jpg,1616742920587.jpg,1616742945772.jpg,1616743226985.jpg,1616743009410.jpg,1616743179606.jpg,1616743073233.jpg,1616743088906.jpg,1616743122947.jpg,,0.6402107,32.5238227,1153.8,3.983,collect:98nnkCZUL887PcuQ,2021-03-26 10:13:20.119000+03:00,2021-03-26 10:21:15.209000+03:00,2021-03-26,702a62c0ae6cd818577b0df3518e92d3d4f54edc,10,User_chodrine,10,10,Nyimbwa,2021-03-26
